dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev
L,BULL,True,-480.0,53.7,26,16.0,12.5,-9.25,13,2023-01-19,2023,0.475,20.34
L,NEUTRAL,False,-817.5,53.7,12,16.0,20.0,-16.75,13,2023-01-19,2023,0.475,20.34
L,BULL,True,2482.5,54.45,63,16.25,1.0,50.0,09,2023-01-20,2023,0.255,20.52
L,BULL,True,1895.0,54.45,48,16.25,7.5,38.25,11,2023-01-20,2023,0.255,20.52
L,NEUTRAL,False,970.0,53.0,69,16.0,6.5,19.75,09,2023-01-24,2023,0.332,19.81
L,NEUTRAL,False,432.5,53.0,54,16.0,9.0,9.0,10,2023-01-24,2023,0.332,19.81
L,NEUTRAL,False,395.0,53.0,23,16.0,9.25,8.25,13,2023-01-24,2023,0.332,19.81
S,BEAR,True,-805.0,52.58,9,15.75,65.5,-55.0,09,2023-01-25,2023,1.077,19.2
S,BEAR,True,-805.0,52.58,3,15.75,63.0,-52.5,10,2023-01-25,2023,1.077,19.2
L,BULL,True,1632.5,52.58,44,15.75,0.75,33.0,11,2023-01-25,2023,1.077,19.2
L,BULL,True,470.0,52.58,20,15.75,2.75,9.75,13,2023-01-25,2023,1.077,19.2
S,BEAR,True,-855.0,56.0,6,16.75,39.25,-33.25,10,2023-01-26,2023,0.623,19.08
L,BEAR,False,1032.5,56.0,39,16.75,6.75,21.0,11,2023-01-26,2023,0.623,19.08
L,BULL,True,582.5,56.0,21,16.75,3.75,12.0,13,2023-01-26,2023,0.623,19.08
S,BULL,False,-842.5,54.85,41,16.5,30.0,-4.75,09,2023-01-27,2023,0.149,18.73
S,BULL,False,-842.5,54.85,28,16.5,17.5,7.75,11,2023-01-27,2023,0.149,18.73
S,BULL,False,1120.0,53.75,56,16.0,1.5,22.75,10,2023-01-30,2023,0.606,18.51
L,BULL,True,1295.0,57.38,51,17.25,6.75,26.25,10,2023-01-31,2023,0.031,19.94
L,BULL,True,1057.5,57.38,34,17.25,3.5,21.5,12,2023-01-31,2023,0.031,19.94
L,NEUTRAL,False,-917.5,59.92,41,18.0,32.0,61.25,09,2023-02-01,2023,0.128,19.4
L,NEUTRAL,False,-955.0,62.42,41,18.75,36.25,-25.0,10,2023-02-02,2023,0.649,17.87
S,NEUTRAL,False,-980.0,64.1,3,19.25,34.5,14.25,09,2023-02-03,2023,0.565,18.73
L,BULL,True,-80.0,62.17,15,18.75,13.0,-1.25,13,2023-02-06,2023,0.486,18.33
L,BULL,True,-892.5,58.38,17,17.5,29.0,39.75,11,2023-02-07,2023,0.234,19.43
S,BULL,False,-892.5,58.38,4,17.5,46.75,-25.5,13,2023-02-07,2023,0.234,19.43
L,BEAR,False,-192.5,63.15,55,19.0,9.0,-3.5,10,2023-02-08,2023,0.267,18.66
L,NEUTRAL,False,-355.0,63.15,27,19.0,12.25,-6.75,12,2023-02-08,2023,0.267,18.66
L,BEAR,False,-917.5,60.2,9,18.0,78.75,-65.25,09,2023-02-09,2023,0.788,19.63
S,NEUTRAL,False,1320.0,60.2,35,18.0,7.25,26.75,12,2023-02-09,2023,0.788,19.63
S,BEAR,True,-267.5,64.08,60,19.25,10.75,-5.0,10,2023-02-10,2023,0.272,20.71
L,NEUTRAL,False,457.5,62.77,45,18.75,10.25,9.5,11,2023-02-13,2023,0.174,20.53
L,NEUTRAL,False,-955.0,62.85,1,18.75,21.5,18.0,10,2023-02-14,2023,0.38,20.34
S,NEUTRAL,False,-967.5,63.67,11,19.0,44.5,-42.75,09,2023-02-15,2023,0.431,18.91
S,BULL,False,-967.5,63.67,31,19.0,27.5,-25.75,10,2023-02-15,2023,0.431,18.91
L,BULL,True,445.0,63.67,17,19.0,9.25,9.25,13,2023-02-15,2023,0.431,18.91
L,NEUTRAL,False,-867.5,57.08,44,17.0,33.5,-31.75,10,2023-02-16,2023,1.137,18.23
L,BULL,True,-867.5,57.08,37,17.0,36.25,-34.5,11,2023-02-16,2023,1.137,18.23
S,BULL,False,-492.5,56.52,69,17.0,14.0,-9.5,09,2023-02-17,2023,0.435,20.17
S,BEAR,True,-867.5,56.52,12,17.0,24.0,-19.5,12,2023-02-17,2023,0.435,20.17
L,BEAR,False,-42.5,54.1,17,16.25,3.0,-0.5,10,2023-02-20,2023,0.097,20.02
S,NEUTRAL,False,482.5,51.7,41,15.5,5.0,10.0,11,2023-02-21,2023,0.627,21.23
S,NEUTRAL,False,157.5,51.7,15,15.5,3.5,3.5,13,2023-02-21,2023,0.627,21.23
L,BULL,True,-742.5,48.12,3,14.5,34.25,-18.75,13,2023-02-22,2023,0.0,22.87
L,BULL,True,-730.0,47.58,4,14.25,48.0,-6.75,09,2023-02-23,2023,0.611,22.29
L,NEUTRAL,False,1007.5,44.73,67,13.5,6.5,20.5,09,2023-02-24,2023,1.046,21.14
L,BULL,True,345.0,44.73,44,13.5,13.25,7.25,11,2023-02-24,2023,1.046,21.14
L,BEAR,False,945.0,44.73,35,13.5,0.25,19.25,12,2023-02-24,2023,1.046,21.14
L,NEUTRAL,False,-692.5,44.92,6,13.5,24.0,-12.5,10,2023-02-27,2023,0.751,21.67
L,NEUTRAL,False,-692.5,44.92,8,13.5,18.75,-7.25,13,2023-02-27,2023,0.751,21.67
L,NEUTRAL,False,-692.5,44.62,65,13.5,17.75,-15.5,09,2023-02-28,2023,0.152,20.95
S,NEUTRAL,False,1657.5,44.62,30,13.5,2.25,33.5,12,2023-02-28,2023,0.152,20.95
S,NEUTRAL,False,1357.5,44.62,17,13.5,2.0,27.5,13,2023-02-28,2023,0.152,20.95
L,BULL,True,-642.5,41.85,2,12.5,14.5,0.0,10,2023-03-01,2023,0.074,20.7
S,BEAR,True,-105.0,41.85,24,12.5,5.5,-1.75,13,2023-03-01,2023,0.074,20.7
L,BULL,True,2032.5,40.33,54,12.0,2.0,41.0,10,2023-03-02,2023,0.474,20.58
L,NEUTRAL,False,1745.0,40.33,35,12.0,2.0,35.25,12,2023-03-02,2023,0.474,20.58
L,BULL,True,1632.5,41.77,65,12.5,5.0,33.0,09,2023-03-03,2023,0.414,19.59
L,BULL,True,745.0,41.77,26,12.5,1.75,15.25,13,2023-03-03,2023,0.414,19.59
L,BULL,True,-680.0,43.8,26,13.25,27.0,-21.75,09,2023-03-06,2023,0.139,18.49
L,BULL,True,-680.0,43.8,18,13.25,30.25,-25.0,10,2023-03-06,2023,0.139,18.49
L,NEUTRAL,False,-680.0,43.8,24,13.25,17.25,-12.0,12,2023-03-06,2023,0.139,18.49
S,BEAR,True,-717.5,46.4,13,14.0,15.5,23.0,10,2023-03-07,2023,0.041,18.61
L,BEAR,False,-717.5,46.4,4,14.0,33.25,-27.25,11,2023-03-07,2023,0.041,18.61
L,NEUTRAL,False,-742.5,48.12,10,14.5,14.5,9.5,12,2023-03-08,2023,0.037,19.59
S,BULL,False,4845.0,47.17,73,14.25,3.75,97.25,09,2023-03-09,2023,0.146,19.11
S,NEUTRAL,False,4295.0,47.17,53,14.25,0.75,86.25,10,2023-03-09,2023,0.146,19.11
L,NEUTRAL,False,-805.0,52.2,29,15.75,46.0,-31.5,09,2023-03-10,2023,0.027,22.61
L,NEUTRAL,False,-805.0,52.2,16,15.75,17.25,-6.5,13,2023-03-10,2023,0.027,22.61
L,BULL,True,-880.0,57.4,1,17.25,41.75,-32.5,10,2023-03-13,2023,0.85,24.8
S,NEUTRAL,False,1082.5,57.4,42,17.25,13.75,22.0,11,2023-03-13,2023,0.85,24.8
S,BEAR,True,-880.0,57.4,7,17.25,32.75,3.0,12,2023-03-13,2023,0.85,24.8
S,BULL,False,920.0,62.58,61,18.75,7.0,18.75,10,2023-03-14,2023,0.973,26.52
S,BEAR,True,-955.0,62.58,26,18.75,30.0,-19.25,12,2023-03-14,2023,0.973,26.52
L,NEUTRAL,False,-1005.0,65.42,4,19.75,30.25,22.0,09,2023-03-15,2023,1.191,23.73
S,NEUTRAL,False,-1005.0,65.42,10,19.75,51.25,-41.75,12,2023-03-15,2023,1.191,23.73
S,NEUTRAL,False,-1005.0,65.42,1,19.75,39.25,-29.75,13,2023-03-15,2023,1.191,23.73
S,NEUTRAL,False,-1042.5,68.25,5,20.5,97.5,-93.5,09,2023-03-16,2023,0.444,26.14
L,BEAR,False,-17.5,72.22,61,21.75,16.75,0.0,10,2023-03-17,2023,0.284,22.99
L,NEUTRAL,False,-1105.0,72.22,12,21.75,23.25,-6.5,12,2023-03-17,2023,0.284,22.99
S,NEUTRAL,False,-1105.0,72.72,8,21.75,23.0,-18.0,09,2023-03-20,2023,0.112,25.51
S,BEAR,True,-192.5,72.72,30,21.75,8.0,-3.5,12,2023-03-20,2023,0.112,25.51
L,BEAR,False,1495.0,73.55,52,22.0,2.75,30.25,10,2023-03-21,2023,0.749,24.15
S,BULL,False,-1067.5,70.38,41,21.0,28.75,72.25,09,2023-03-22,2023,0.031,21.38
L,NEUTRAL,False,-1067.5,70.38,4,21.0,82.0,-75.5,13,2023-03-22,2023,0.031,21.38
S,BULL,False,-1192.5,77.95,8,23.5,25.25,38.75,09,2023-03-23,2023,0.502,22.26
S,BULL,False,-1155.0,76.03,21,22.75,48.25,-47.25,09,2023-03-24,2023,0.275,22.61
S,NEUTRAL,False,-1155.0,76.03,27,22.75,23.0,-22.0,12,2023-03-24,2023,0.275,22.61
L,BEAR,False,-17.5,73.95,66,22.25,12.0,0.0,09,2023-03-27,2023,0.457,21.74
S,BULL,False,-355.0,67.55,60,20.25,9.75,-6.75,10,2023-03-28,2023,0.21,20.6
S,BEAR,True,-1030.0,67.55,19,20.25,21.0,-18.0,13,2023-03-28,2023,0.21,20.6
L,BEAR,False,1157.5,63.73,63,19.0,2.75,23.5,09,2023-03-29,2023,0.841,19.97
L,NEUTRAL,False,-930.0,60.48,34,18.25,20.75,-0.5,09,2023-03-30,2023,0.556,19.12
S,NEUTRAL,False,-805.0,52.73,17,15.75,41.75,-40.0,09,2023-03-31,2023,0.181,19.02
L,NEUTRAL,False,1045.0,52.73,16,15.75,1.25,21.25,13,2023-03-31,2023,0.181,19.02
L,NEUTRAL,False,-780.0,50.73,5,15.25,32.5,-17.0,09,2023-04-04,2023,0.117,18.55
S,NEUTRAL,False,-642.5,51.55,36,15.5,14.25,-12.5,12,2023-04-05,2023,0.22,19.0
L,BULL,True,1245.0,43.67,65,13.0,5.0,25.25,09,2023-04-06,2023,0.205,19.08
L,BULL,True,132.5,43.67,32,13.0,3.25,3.0,12,2023-04-06,2023,0.205,19.08
L,BULL,True,132.5,43.67,26,13.0,3.25,3.0,13,2023-04-06,2023,0.205,19.08
S,BULL,False,-592.5,38.45,32,11.5,14.0,-13.25,12,2023-04-10,2023,0.527,18.4
S,BEAR,True,-555.0,35.92,33,10.75,16.0,-3.5,09,2023-04-11,2023,0.036,18.97
L,BULL,True,270.0,35.92,61,10.75,1.0,5.75,10,2023-04-11,2023,0.036,18.97
L,BULL,True,-130.0,35.92,43,10.75,9.0,-2.25,11,2023-04-11,2023,0.036,18.97
S,BULL,False,432.5,35.92,25,10.75,3.5,9.0,13,2023-04-11,2023,0.036,18.97
S,BULL,False,1732.5,34.83,70,10.5,4.25,35.0,09,2023-04-12,2023,0.388,19.1
L,BULL,True,-542.5,34.83,7,10.5,34.25,-29.0,12,2023-04-12,2023,0.388,19.1
L,BULL,True,1420.0,36.7,61,11.0,2.75,28.75,10,2023-04-13,2023,0.236,19.09
S,NEUTRAL,False,-642.5,41.48,69,12.5,17.75,-15.5,09,2023-04-17,2023,0.112,17.07
S,BEAR,True,-642.5,41.48,51,12.5,20.25,-18.0,10,2023-04-17,2023,0.112,17.07
S,BEAR,True,-642.5,41.48,33,12.5,26.75,-24.5,11,2023-04-17,2023,0.112,17.07
L,NEUTRAL,False,345.0,39.45,62,11.75,6.0,7.25,10,2023-04-18,2023,0.309,16.95
S,BULL,False,-605.0,39.48,29,11.75,16.25,-2.0,10,2023-04-19,2023,0.39,16.83
S,BULL,False,345.0,37.65,63,11.25,10.75,7.25,09,2023-04-20,2023,0.548,16.46
S,BULL,False,457.5,37.65,42,11.25,8.5,9.5,11,2023-04-20,2023,0.548,16.46
S,BULL,False,-592.5,38.25,29,11.5,14.0,-8.0,10,2023-04-21,2023,0.041,17.17
S,BEAR,True,-567.5,36.95,19,11.0,18.0,-15.5,11,2023-04-24,2023,0.031,16.77
L,BULL,True,495.0,36.95,35,11.0,1.5,10.25,12,2023-04-24,2023,0.031,16.77
L,BULL,True,295.0,36.95,20,11.0,2.5,6.25,13,2023-04-24,2023,0.031,16.77
S,NEUTRAL,False,1045.0,35.23,61,10.5,6.5,21.25,10,2023-04-25,2023,0.417,16.89
S,BEAR,True,-167.5,35.23,30,10.5,3.25,-3.0,12,2023-04-25,2023,0.417,16.89
S,BULL,False,-580.0,37.55,18,11.25,53.75,-43.25,09,2023-04-27,2023,0.393,18.84
L,BULL,True,1557.5,37.55,46,11.25,0.5,31.5,11,2023-04-27,2023,0.393,18.84
L,BULL,True,1520.0,37.55,43,11.25,1.25,30.75,11,2023-04-27,2023,0.393,18.84
S,BULL,False,-605.0,39.23,62,11.75,17.75,-15.5,09,2023-04-28,2023,0.234,17.03
L,NEUTRAL,False,582.5,39.23,41,11.75,8.25,12.0,11,2023-04-28,2023,0.234,17.03
L,BULL,True,-605.0,39.23,16,11.75,11.75,8.5,12,2023-04-28,2023,0.234,17.03
S,BULL,False,-605.0,39.12,24,11.75,16.0,4.75,09,2023-05-01,2023,0.147,15.78
S,BEAR,True,-592.5,38.27,13,11.5,33.25,-26.0,10,2023-05-02,2023,0.172,16.08
S,NEUTRAL,False,-592.5,38.27,10,11.5,29.5,-22.25,11,2023-05-02,2023,0.172,16.08
L,BEAR,False,-655.0,42.42,7,12.75,40.25,-30.25,09,2023-05-03,2023,0.097,17.78
S,BEAR,True,-705.0,45.65,38,13.75,16.25,8.0,09,2023-05-04,2023,0.406,18.34
L,BEAR,False,-192.5,45.65,40,13.75,5.25,-3.5,11,2023-05-04,2023,0.406,18.34
L,BEAR,False,-705.0,45.65,7,13.75,14.5,-12.75,12,2023-05-04,2023,0.406,18.34
L,BULL,True,645.0,45.77,61,13.75,9.75,13.25,10,2023-05-05,2023,0.865,20.09
S,NEUTRAL,False,-405.0,48.38,72,14.5,12.0,-7.75,09,2023-05-08,2023,0.092,17.19
S,BEAR,True,-492.5,48.38,67,14.5,13.75,-9.5,09,2023-05-08,2023,0.092,17.19
L,NEUTRAL,False,57.5,47.85,68,14.25,2.75,1.5,09,2023-05-09,2023,0.362,16.98
L,NEUTRAL,False,-267.5,47.85,20,14.25,9.25,-5.0,13,2023-05-09,2023,0.362,16.98
L,BEAR,False,782.5,45.62,68,13.75,4.5,16.0,09,2023-05-11,2023,0.265,16.94
L,BULL,True,-705.0,45.62,11,13.75,17.5,1.25,11,2023-05-11,2023,0.265,16.94
S,BEAR,True,-505.0,45.62,22,13.75,13.25,-9.75,13,2023-05-11,2023,0.265,16.94
L,BEAR,False,-630.0,41.23,13,12.25,31.75,-9.5,09,2023-05-12,2023,0.255,16.93
S,BEAR,True,-630.0,41.23,14,12.25,25.0,-20.5,13,2023-05-12,2023,0.255,16.93
L,BEAR,False,-642.5,41.7,68,12.5,12.5,-5.25,09,2023-05-16,2023,0.24,17.12
L,NEUTRAL,False,1682.5,37.4,65,11.25,5.0,34.0,09,2023-05-17,2023,0.338,17.99
S,NEUTRAL,False,-580.0,37.4,4,11.25,33.0,-24.75,11,2023-05-17,2023,0.338,17.99
S,BULL,False,-567.5,36.52,56,11.0,23.75,-19.75,10,2023-05-18,2023,0.071,16.87
S,BEAR,True,95.0,38.0,50,11.5,6.0,2.25,11,2023-05-19,2023,0.166,16.05
S,BEAR,True,195.0,36.25,55,11.0,9.25,4.25,10,2023-05-22,2023,0.076,16.81
L,NEUTRAL,False,-580.0,37.33,25,11.25,39.5,-34.0,09,2023-05-23,2023,0.383,17.21
S,BULL,False,1845.0,37.33,54,11.25,1.5,37.25,10,2023-05-23,2023,0.383,17.21
S,NEUTRAL,False,782.5,37.33,28,11.25,4.75,16.0,12,2023-05-23,2023,0.383,17.21
S,BEAR,True,-630.0,40.45,50,12.25,21.0,-7.25,10,2023-05-24,2023,0.377,18.53
S,BULL,False,-580.0,37.7,10,11.25,30.0,-13.5,09,2023-05-25,2023,0.63,20.03
S,BULL,False,-580.0,37.7,18,11.25,20.0,-3.5,11,2023-05-25,2023,0.63,20.03
L,BEAR,False,920.0,38.98,56,11.75,1.75,18.75,10,2023-05-26,2023,0.148,19.14
S,NEUTRAL,False,-492.5,38.98,31,11.75,11.25,-9.5,12,2023-05-26,2023,0.148,19.14
S,BEAR,True,-605.0,38.98,10,11.75,13.5,-11.75,13,2023-05-26,2023,0.148,19.14
L,BEAR,False,-580.0,37.38,14,11.25,22.5,-6.25,09,2023-05-30,2023,0.166,17.46
L,NEUTRAL,False,582.5,38.35,57,11.5,3.0,12.0,10,2023-05-31,2023,0.433,17.46
S,NEUTRAL,False,-555.0,36.08,3,10.75,49.75,-41.5,09,2023-06-01,2023,0.046,17.94
S,BULL,False,-580.0,37.17,37,11.25,12.5,-3.5,10,2023-06-02,2023,0.466,15.65
S,BEAR,True,707.5,38.62,62,11.5,9.75,14.5,10,2023-06-05,2023,0.064,14.6
S,BEAR,True,-605.0,38.83,26,11.75,13.5,-10.75,12,2023-06-06,2023,0.119,14.73
S,BEAR,True,1095.0,36.9,71,11.0,0.25,22.25,09,2023-06-07,2023,0.015,13.96
S,BEAR,True,270.0,36.9,44,11.0,3.75,5.75,11,2023-06-07,2023,0.015,13.96
L,NEUTRAL,False,-167.5,36.9,36,11.0,8.0,-3.0,12,2023-06-07,2023,0.015,13.96
S,BULL,False,-580.0,37.48,19,11.25,23.25,-16.75,09,2023-06-08,2023,0.035,13.94
L,BEAR,False,-580.0,37.48,6,11.25,20.5,-7.0,09,2023-06-09,2023,0.183,13.65
S,BEAR,True,-580.0,37.48,13,11.25,15.25,-9.25,11,2023-06-09,2023,0.183,13.65
L,BULL,True,-130.0,37.48,24,11.25,7.75,-2.25,13,2023-06-09,2023,0.183,13.65
L,BEAR,False,1507.5,35.05,71,10.5,4.5,30.5,09,2023-06-12,2023,0.138,13.83
L,NEUTRAL,False,1320.0,35.05,46,10.5,0.25,26.75,11,2023-06-12,2023,0.138,13.83
S,BEAR,True,-592.5,38.12,12,11.5,17.75,-10.25,09,2023-06-13,2023,0.329,15.01
L,NEUTRAL,False,207.5,38.12,55,11.5,8.75,4.5,10,2023-06-13,2023,0.329,15.01
L,BEAR,False,307.5,38.12,49,11.5,6.75,6.5,11,2023-06-13,2023,0.329,15.01
L,BULL,True,-592.5,38.12,6,11.5,15.75,-2.5,12,2023-06-13,2023,0.329,15.01
L,NEUTRAL,False,-567.5,37.0,12,11.0,44.0,-5.75,12,2023-06-14,2023,0.054,14.61
L,BULL,True,670.0,39.55,48,11.75,5.75,13.75,11,2023-06-15,2023,0.263,13.88
S,BULL,False,-605.0,39.55,5,11.75,21.0,-2.0,13,2023-06-15,2023,0.263,13.88
L,NEUTRAL,False,-630.0,41.2,12,12.25,27.75,-19.75,09,2023-06-16,2023,0.497,14.5
S,NEUTRAL,False,-630.0,41.2,9,12.25,17.75,9.5,10,2023-06-16,2023,0.497,14.5
L,NEUTRAL,False,-630.0,41.2,13,12.25,27.75,-19.75,12,2023-06-16,2023,0.497,14.5
S,NEUTRAL,False,620.0,41.2,23,12.25,1.25,12.75,13,2023-06-16,2023,0.497,14.5
S,BEAR,True,-580.0,37.9,11,11.25,23.5,-8.5,10,2023-06-20,2023,0.257,14.19
L,NEUTRAL,False,-580.0,37.9,26,11.25,12.25,-10.5,12,2023-06-20,2023,0.257,14.19
L,BEAR,False,-192.5,38.7,68,11.5,10.5,-3.5,09,2023-06-21,2023,0.151,13.88
S,NEUTRAL,False,-342.5,37.88,68,11.25,10.25,-6.5,09,2023-06-22,2023,0.244,13.2
S,BULL,False,-580.0,37.25,23,11.25,13.75,6.25,09,2023-06-23,2023,0.697,12.91
L,NEUTRAL,False,-580.0,37.25,20,11.25,20.5,-14.0,12,2023-06-23,2023,0.697,12.91
S,NEUTRAL,False,1245.0,36.75,71,11.0,2.5,25.25,09,2023-06-26,2023,0.098,13.44
S,BEAR,True,245.0,36.75,33,11.0,6.0,5.25,12,2023-06-26,2023,0.098,13.44
S,BEAR,True,-567.5,36.42,15,11.0,44.75,-35.5,09,2023-06-27,2023,0.098,14.25
S,BULL,False,-567.5,36.42,9,11.0,26.25,-17.0,11,2023-06-27,2023,0.098,14.25
L,BULL,True,-592.5,38.73,24,11.5,17.5,5.25,09,2023-06-28,2023,0.18,13.74
L,NEUTRAL,False,-592.5,38.73,3,11.5,20.0,2.75,11,2023-06-28,2023,0.18,13.74
S,BULL,False,-592.5,38.73,24,11.5,14.25,-12.0,13,2023-06-28,2023,0.18,13.74
S,NEUTRAL,False,-555.0,36.23,17,10.75,16.0,-14.5,09,2023-06-29,2023,0.185,13.43
L,NEUTRAL,False,-555.0,36.23,6,10.75,12.75,5.5,12,2023-06-29,2023,0.185,13.43
S,BEAR,True,-555.0,36.23,13,10.75,10.75,-9.5,13,2023-06-29,2023,0.185,13.43
S,BEAR,True,-480.0,31.2,25,9.25,17.5,-2.75,09,2023-06-30,2023,0.622,13.54
L,NEUTRAL,False,-292.5,31.2,34,9.25,8.0,-5.5,12,2023-06-30,2023,0.622,13.54
L,BULL,True,-480.0,31.2,22,9.25,10.75,-8.25,13,2023-06-30,2023,0.622,13.54
L,BULL,True,-480.0,31.2,13,9.25,10.75,-8.25,13,2023-06-30,2023,0.622,13.54
S,BULL,False,-230.0,30.25,31,9.0,6.25,-4.25,09,2023-07-03,2023,0.01,13.59
S,NEUTRAL,False,157.5,28.02,68,8.5,4.0,3.5,09,2023-07-05,2023,0.37,13.7
S,BEAR,True,-430.0,27.32,19,8.25,25.5,-23.0,09,2023-07-06,2023,0.77,14.18
L,BEAR,False,-430.0,27.3,63,8.25,11.25,-4.5,09,2023-07-07,2023,0.267,15.44
S,BULL,False,-167.5,29.07,71,8.75,4.75,-3.0,09,2023-07-10,2023,0.165,14.83
L,BEAR,False,432.5,29.07,31,8.75,4.0,9.0,12,2023-07-10,2023,0.165,14.83
S,NEUTRAL,False,-442.5,28.05,12,8.5,30.75,-23.75,09,2023-07-11,2023,0.126,15.07
L,NEUTRAL,False,907.5,28.05,54,8.5,2.5,18.5,10,2023-07-11,2023,0.126,15.07
L,BEAR,False,732.5,28.05,41,8.5,6.0,15.0,11,2023-07-11,2023,0.126,15.07
L,BULL,True,-417.5,26.68,14,8.0,20.75,-7.25,09,2023-07-12,2023,0.791,14.84
L,BULL,True,-417.5,26.68,10,8.0,23.0,-9.5,09,2023-07-12,2023,0.791,14.84
S,BULL,False,-67.5,26.68,35,8.0,6.5,-1.0,12,2023-07-12,2023,0.791,14.84
S,NEUTRAL,False,-417.5,26.25,46,8.0,22.75,-11.5,09,2023-07-13,2023,0.297,13.54
S,NEUTRAL,False,-417.5,26.25,13,8.0,16.25,-5.0,13,2023-07-13,2023,0.297,13.54
S,BULL,False,720.0,26.48,56,8.0,4.0,14.75,10,2023-07-14,2023,0.214,13.61
L,NEUTRAL,False,-417.5,26.48,3,8.0,15.5,-10.25,13,2023-07-14,2023,0.214,13.61
S,NEUTRAL,False,-405.0,26.12,14,7.75,20.0,-3.75,09,2023-07-17,2023,0.01,13.34
L,BULL,True,-180.0,26.12,19,7.75,3.5,-3.25,13,2023-07-17,2023,0.01,13.34
S,BULL,False,-430.0,27.62,8,8.25,32.5,-22.25,09,2023-07-18,2023,0.01,13.48
S,BULL,False,457.5,32.2,54,9.75,5.5,9.5,10,2023-07-19,2023,0.208,13.3
S,BULL,False,957.5,32.25,50,9.75,5.5,19.5,11,2023-07-20,2023,0.189,13.76
S,NEUTRAL,False,-505.0,32.8,32,9.75,10.25,9.75,10,2023-07-21,2023,0.303,13.99
S,BULL,False,-480.0,30.48,42,9.25,11.75,-3.5,09,2023-07-24,2023,0.213,13.6
L,BULL,True,307.5,30.43,46,9.25,5.5,6.5,11,2023-07-25,2023,0.08,13.91
L,BULL,True,132.5,30.43,27,9.25,9.0,3.0,12,2023-07-25,2023,0.08,13.91
L,NEUTRAL,False,-467.5,29.7,44,9.0,13.75,11.0,09,2023-07-26,2023,0.315,13.86
S,NEUTRAL,False,-467.5,29.7,10,9.0,27.5,-15.25,12,2023-07-26,2023,0.315,13.86
S,BEAR,True,-480.0,30.73,7,9.25,9.75,47.75,11,2023-07-27,2023,0.579,13.19
S,BULL,False,-5.0,35.67,18,10.75,5.5,0.25,13,2023-07-28,2023,0.554,14.41
L,NEUTRAL,False,-555.0,35.5,30,10.75,13.75,5.25,09,2023-07-31,2023,0.099,13.33
S,BEAR,True,-80.0,34.7,59,10.5,9.0,-1.25,10,2023-08-01,2023,0.324,13.63
S,NEUTRAL,False,245.0,34.7,17,10.5,2.5,5.25,13,2023-08-01,2023,0.324,13.63
L,BEAR,False,-492.5,31.6,53,9.5,14.25,-3.25,10,2023-08-02,2023,0.584,13.93
S,NEUTRAL,False,-530.0,33.77,20,10.25,22.0,-17.0,09,2023-08-03,2023,0.486,16.09
S,NEUTRAL,False,-530.0,33.77,4,10.25,26.25,-21.25,09,2023-08-03,2023,0.486,16.09
S,BULL,False,-517.5,33.55,20,10.0,19.0,40.0,09,2023-08-04,2023,0.057,15.92
L,NEUTRAL,False,782.5,38.15,44,11.5,3.25,16.0,11,2023-08-07,2023,0.317,17.1
L,BULL,True,595.0,38.15,36,11.5,1.75,12.25,12,2023-08-07,2023,0.317,17.1
L,NEUTRAL,False,632.5,38.15,31,11.5,1.0,13.0,12,2023-08-07,2023,0.317,17.1
S,BEAR,True,-592.5,38.75,28,11.5,34.0,-29.25,09,2023-08-08,2023,0.552,15.77
S,BEAR,True,-592.5,38.75,15,11.5,32.5,-27.75,11,2023-08-08,2023,0.552,15.77
L,NEUTRAL,False,870.0,38.75,29,11.5,1.0,17.75,12,2023-08-08,2023,0.552,15.77
L,BULL,True,582.5,38.75,17,11.5,0.25,12.0,13,2023-08-08,2023,0.552,15.77
S,BEAR,True,970.0,39.85,69,12.0,5.75,19.75,09,2023-08-09,2023,0.043,15.99
L,NEUTRAL,False,-630.0,40.48,2,12.25,64.0,-52.0,09,2023-08-10,2023,0.317,15.96
S,BULL,False,7.5,39.62,68,12.0,6.5,0.5,09,2023-08-11,2023,0.385,15.85
L,BULL,True,507.5,40.25,48,12.0,7.5,10.5,11,2023-08-14,2023,0.26,14.84
S,BULL,False,-492.5,40.25,39,12.0,11.0,-9.5,11,2023-08-14,2023,0.26,14.84
L,BEAR,False,-642.5,41.98,54,12.5,16.5,-9.75,09,2023-08-15,2023,0.364,14.82
L,BEAR,False,-642.5,41.98,29,12.5,18.5,-11.75,12,2023-08-15,2023,0.364,14.82
S,BULL,False,1920.0,44.55,66,13.25,4.75,38.75,09,2023-08-16,2023,0.107,16.46
S,NEUTRAL,False,1245.0,44.55,22,13.25,7.5,25.25,13,2023-08-16,2023,0.107,16.46
L,BEAR,False,-692.5,45.15,18,13.5,48.5,-43.5,09,2023-08-17,2023,0.219,16.78
L,BEAR,False,-692.5,45.15,36,13.5,36.0,-31.0,10,2023-08-17,2023,0.219,16.78
L,NEUTRAL,False,-692.5,45.15,5,13.5,42.0,-37.0,12,2023-08-17,2023,0.219,16.78
L,BULL,True,257.5,47.4,43,14.25,11.75,5.5,11,2023-08-18,2023,0.589,17.89
S,NEUTRAL,False,-692.5,45.3,29,13.5,34.25,-21.75,10,2023-08-21,2023,0.206,17.3
L,BEAR,False,-730.0,47.2,25,14.25,23.25,-18.5,09,2023-08-22,2023,0.44,17.13
