trade_id,strategy,event,side_action,occ_root,expiry,strike,right,time_of_day_et,time_source,our_fill_price,quote_status,quote_timestamp,quote_lag_s,quote_stale,bid_size,bid,ask_size,ask,bid_exchange,ask_exchange
auto_20260813_083408,gx_bcs,exit,SELL,SPXW,20260813,7775.0,C,09:44:16,flex_et_sec,13.3,ok,2026-08-13T09:44:15.998,0.002,False,19,13.40,24,13.50,5,5
auto_20260814_083031,eodic_p,entry,BUY,SPXW,20260814,7700.0,P,09:30:28,flex_et_sec,0.35,ok,2026-08-14T09:30:27.988,0.012,False,131,0.30,244,0.35,5,5
auto_20260813_083327,openfly_c,exit,BUY,SPXW,20260813,7765.0,C,09:44:30,flex_et_sec,19.7,ok,2026-08-13T09:44:29.966,0.034,False,10,19.60,1,19.70,5,5
auto_20260814_083031,eodic_p,entry,SELL,SPXW,20260814,7725.0,P,09:30:28,flex_et_sec,0.55,ok,2026-08-14T09:30:27.899,0.101,False,170,0.50,311,0.60,5,5
auto_20260814_083052,eodic_c,entry,SELL,SPXW,20260814,7870.0,C,09:30:46,flex_et_sec,0.35,ok,2026-08-14T09:30:45.998,0.002,False,205,0.35,279,0.40,5,5
auto_20260814_083052,eodic_c,entry,BUY,SPXW,20260814,7895.0,C,09:30:46,flex_et_sec,0.2,ok,2026-08-14T09:30:45.942,0.058,False,654,0.15,161,0.20,5,5
auto_20260813_083327,openfly_c,exit,SELL,SPXW,20260813,7790.0,C,09:44:30,flex_et_sec,6.0,ok,2026-08-13T09:44:29.965,0.035,False,227,6.00,106,6.20,5,5
auto_20260814_083150,eodfly_c,entry,SELL,SPXW,20260814,7800.0,C,09:31:43,flex_et_sec,12.7,ok,2026-08-14T09:31:42.999,0.001,False,24,12.70,2,12.80,5,5
auto_20260814_083150,eodfly_c,entry,BUY,SPXW,20260814,7825.0,C,09:31:43,flex_et_sec,3.4,ok,2026-08-14T09:31:42.983,0.017,False,125,3.30,49,3.40,5,5
auto_20260814_083129,eodfly_p,entry,BUY,SPXW,20260814,7775.0,P,09:31:24,flex_et_sec,3.5,ok,2026-08-14T09:31:23.976,0.024,False,53,3.40,115,3.50,5,5
auto_20260814_083129,eodfly_p,entry,SELL,SPXW,20260814,7800.0,P,09:31:24,flex_et_sec,10.3,ok,2026-08-14T09:31:23.995,0.005,False,43,10.30,64,10.50,5,5
auto_20260814_090523,openic_p,entry,BUY,SPXW,20260814,7710.0,P,10:05:23,flex_et_sec,0.3,ok,2026-08-14T10:05:22.126,0.874,False,485,0.25,632,0.30,5,5
auto_20260814_090523,openic_p,entry,SELL,SPXW,20260814,7735.0,P,10:05:23,flex_et_sec,0.4,ok,2026-08-14T10:05:22.979,0.021,False,305,0.40,558,0.45,5,5
auto_20260814_083150,eodfly_c,exit,BUY,SPXW,20260814,7800.0,C,09:48:57,flex_et_sec,12.2,ok,2026-08-14T09:48:56.978,0.022,False,92,12.00,67,12.20,5,5
auto_20260814_083150,eodfly_c,exit,SELL,SPXW,20260814,7825.0,C,09:48:57,flex_et_sec,2.8,ok,2026-08-14T09:48:56.992,0.008,False,56,2.80,103,2.85,5,5
auto_20260814_090625,openfly_c,entry,BUY,SPXW,20260814,7835.0,C,10:06:18,flex_et_sec,1.7,ok,2026-08-14T10:06:17.918,0.082,False,233,1.65,16,1.70,5,5
auto_20260814_090604,openfly_p,entry,SELL,SPXW,20260814,7810.0,P,10:05:57,flex_et_sec,9.6,ok,2026-08-14T10:05:56.967,0.033,False,38,9.60,53,9.70,5,5
auto_20260814_090604,openfly_p,entry,BUY,SPXW,20260814,7785.0,P,10:05:57,flex_et_sec,2.55,ok,2026-08-14T10:05:56.915,0.085,False,111,2.50,110,2.55,5,5
auto_20260814_090625,openfly_c,entry,SELL,SPXW,20260814,7810.0,C,10:06:18,flex_et_sec,8.9,ok,2026-08-14T10:06:18.000,0.0,False,47,8.90,105,9.00,5,5
auto_20260814_090705,gx_bcs,entry,BUY,SPXW,20260814,7825.0,C,10:06:57,flex_et_sec,3.4,ok,2026-08-14T10:06:56.986,0.014,False,74,3.30,245,3.40,5,5
auto_20260814_090604,openfly_p,exit,BUY,SPXW,20260814,7810.0,P,10:17:12,flex_et_sec,12.4,ok,2026-08-14T10:17:11.936,0.064,False,41,12.20,37,12.40,5,5
auto_20260814_090705,gx_bcs,entry,SELL,SPXW,20260814,7800.0,C,10:06:57,flex_et_sec,14.7,ok,2026-08-14T10:06:56.313,0.687,False,1,14.70,24,14.80,5,5
auto_20260814_090604,openfly_p,exit,SELL,SPXW,20260814,7785.0,P,10:17:12,flex_et_sec,3.1,ok,2026-08-14T10:17:11.951,0.049,False,255,3.10,12,3.20,5,5
auto_20260814_090705,gx_bcs,exit,BUY,SPXW,20260814,7800.0,C,10:17:26,flex_et_sec,11.5,ok,2026-08-14T10:17:25.988,0.012,False,49,11.20,61,11.40,5,5
auto_20260817_083046,eodic_p,entry,BUY,SPXW,20260817,7685.0,P,09:30:38,flex_et_sec,0.35,ok,2026-08-17T09:30:37.898,0.102,False,229,0.30,297,0.35,5,5
auto_20260814_090705,gx_bcs,exit,SELL,SPXW,20260814,7825.0,C,10:17:26,flex_et_sec,1.95,ok,2026-08-14T10:17:25.988,0.012,False,231,1.90,214,2.00,5,5
auto_20260814_083129,eodfly_p,exit,BUY,SPXW,20260814,7800.0,P,10:30:41,flex_et_sec,12.5,ok,2026-08-14T10:30:40.999,0.001,False,4,12.40,4,12.50,5,5
auto_20260817_083046,eodic_p,entry,SELL,SPXW,20260817,7710.0,P,09:30:38,flex_et_sec,0.55,ok,2026-08-17T09:30:37.716,0.284,False,261,0.55,363,0.65,5,5
auto_20260814_083129,eodfly_p,exit,SELL,SPXW,20260814,7775.0,P,10:30:41,flex_et_sec,3.3,ok,2026-08-14T10:30:40.997,0.003,False,249,3.30,65,3.40,5,5
auto_20260817_083202,eodfly_c,entry,BUY,SPXW,20260817,7810.0,C,09:31:55,flex_et_sec,2.3,ok,2026-08-17T09:31:55.000,0.0,False,73,2.20,75,2.30,5,5
auto_20260817_083223,openic_p,entry,BUY,SPXW,20260817,7690.0,P,09:32:18,flex_et_sec,0.35,ok,2026-08-17T09:32:17.924,0.076,False,476,0.30,85,0.35,5,5
auto_20260817_083125,eodfly_p,entry,SELL,SPXW,20260817,7785.0,P,09:31:21,flex_et_sec,9.0,ok,2026-08-17T09:31:20.996,0.004,False,48,8.90,51,9.10,5,5
auto_20260817_083202,eodfly_c,entry,SELL,SPXW,20260817,7785.0,C,09:31:55,flex_et_sec,10.8,ok,2026-08-17T09:31:54.998,0.002,False,3,10.80,21,10.90,5,5
auto_20260817_083125,eodfly_p,entry,BUY,SPXW,20260817,7760.0,P,09:31:21,flex_et_sec,2.95,ok,2026-08-17T09:31:20.999,0.001,False,12,2.90,59,2.95,5,5
auto_20260817_083223,openic_p,entry,SELL,SPXW,20260817,7715.0,P,09:32:18,flex_et_sec,0.6,ok,2026-08-17T09:32:17.998,0.002,False,162,0.60,169,0.65,5,5
auto_20260817_083304,openfly_p,entry,BUY,SPXW,20260817,7760.0,P,09:32:56,flex_et_sec,4.2,ok,2026-08-17T09:32:55.974,0.026,False,20,4.10,157,4.20,5,5
auto_20260817_083325,openfly_c,entry,BUY,SPXW,20260817,7810.0,C,09:33:17,flex_et_sec,1.65,ok,2026-08-17T09:33:16.957,0.043,False,170,1.55,180,1.65,5,5
auto_20260817_083304,openfly_p,entry,SELL,SPXW,20260817,7785.0,P,09:32:56,flex_et_sec,12.6,ok,2026-08-17T09:32:55.975,0.025,False,47,12.40,23,12.60,5,5
auto_20260817_083325,openfly_c,entry,SELL,SPXW,20260817,7785.0,C,09:33:17,flex_et_sec,8.3,ok,2026-08-17T09:33:16.993,0.007,False,51,8.20,6,8.30,5,5
auto_20260817_083304,openfly_p,exit,SELL,SPXW,20260817,7760.0,P,09:45:11,flex_et_sec,3.7,ok,2026-08-17T09:45:10.999,0.001,False,239,3.60,210,3.80,5,5
auto_20260817_083345,gx_bps,entry,SELL,SPXW,20260817,7775.0,P,09:33:39,flex_et_sec,7.4,ok,2026-08-17T09:33:38.994,0.006,False,82,7.40,115,7.60,5,5
auto_20260817_083345,gx_bps,entry,BUY,SPXW,20260817,7750.0,P,09:33:39,flex_et_sec,2.45,ok,2026-08-17T09:33:38.994,0.006,False,73,2.40,14,2.45,5,5
auto_20260817_083125,eodfly_p,exit,SELL,SPXW,20260817,7760.0,P,09:45:11,flex_et_sec,3.7,ok,2026-08-17T09:45:10.999,0.001,False,239,3.60,210,3.80,5,5
auto_20260817_083304,openfly_p,exit,BUY,SPXW,20260817,7785.0,P,09:45:11,flex_et_sec,13.1,ok,2026-08-17T09:45:10.996,0.004,False,5,12.90,3,13.00,5,5
auto_20260817_083125,eodfly_p,exit,BUY,SPXW,20260817,7785.0,P,09:45:11,flex_et_sec,13.1,ok,2026-08-17T09:45:10.996,0.004,False,5,12.90,3,13.00,5,5
auto_20260818_083113,eodic_p,entry,BUY,SPXW,20260818,7640.0,P,09:31:09,flex_et_sec,0.95,ok,2026-08-18T09:31:08.989,0.011,False,92,0.90,69,0.95,5,5
auto_20260818_083229,eodic_c,entry,BUY,SPXW,20260818,7850.0,C,09:32:05,flex_et_sec,0.1,ok,2026-08-18T09:32:04.386,0.614,False,141,0.05,729,0.10,5,5
auto_20260817_083345,gx_bps,exit,SELL,SPXW,20260817,7750.0,P,10:52:11,flex_et_sec,1.15,ok,2026-08-17T10:52:10.049,0.951,False,298,1.15,9,1.20,5,5
auto_20260817_083345,gx_bps,exit,BUY,SPXW,20260817,7775.0,P,10:52:11,flex_et_sec,6.9,ok,2026-08-17T10:52:10.924,0.076,False,102,6.80,13,6.90,5,5
auto_20260818_083229,eodic_c,entry,SELL,SPXW,20260818,7825.0,C,09:32:18,flex_et_sec,0.1,ok,2026-08-18T09:32:17.214,0.786,False,18,0.10,751,0.15,5,5
auto_20260818_083113,eodic_p,entry,SELL,SPXW,20260818,7665.0,P,09:31:12,flex_et_sec,2.55,ok,2026-08-18T09:31:11.999,0.001,False,31,2.45,9,2.65,5,5
auto_20260818_083346,eodfly_c,entry,BUY,SPXW,20260818,7770.0,C,09:33:42,flex_et_sec,0.45,ok,2026-08-18T09:33:41.856,0.144,False,551,0.40,606,0.50,5,5
auto_20260818_083250,eodfly_p,entry,SELL,SPXW,20260818,7745.0,P,09:32:47,flex_et_sec,40.3,ok,2026-08-18T09:32:46.997,0.003,False,3,40.20,9,40.40,5,5
auto_20260818_083407,openic_p,entry,BUY,SPXW,20260818,7605.0,P,09:34:01,flex_et_sec,0.5,ok,2026-08-18T09:34:00.836,0.164,False,316,0.45,60,0.50,5,5
auto_20260818_083346,eodfly_c,entry,SELL,SPXW,20260818,7745.0,C,09:33:45,flex_et_sec,1.8,ok,2026-08-18T09:33:45.000,0.0,False,100,1.75,11,1.80,5,5
auto_20260818_083407,openic_p,entry,SELL,SPXW,20260818,7630.0,P,09:34:01,flex_et_sec,1.0,ok,2026-08-18T09:34:00.945,0.055,False,174,1.00,99,1.05,5,5
auto_20260818_083434,openfly_p,entry,BUY,SPXW,20260818,7685.0,P,09:34:32,flex_et_sec,7.9,ok,2026-08-18T09:34:31.980,0.02,False,9,7.80,42,7.90,5,5
auto_20260818_083250,eodfly_p,entry,BUY,SPXW,20260818,7720.0,P,09:32:47,flex_et_sec,21.4,ok,2026-08-18T09:32:47.000,0.0,False,9,21.20,11,21.40,5,5
auto_20260818_083629,openfly_c,entry,BUY,SPXW,20260818,7735.0,C,09:35:57,flex_et_sec,3.6,ok,2026-08-18T09:35:57.000,0.0,False,54,3.60,78,3.80,5,5
auto_20260818_083434,openfly_p,entry,SELL,SPXW,20260818,7710.0,P,09:34:32,flex_et_sec,17.6,ok,2026-08-18T09:34:31.984,0.016,False,1,17.60,14,17.70,5,5
auto_20260818_083839,gx_bps,entry,SELL,SPXW,20260818,7725.0,P,09:38:31,flex_et_sec,22.7,ok,2026-08-18T09:38:30.997,0.003,False,1,22.70,2,22.80,5,5
auto_20260818_083250,eodfly_p,exit,BUY,SPXW,20260818,7745.0,P,09:48:22,flex_et_sec,36.9,ok,2026-08-18T09:48:21.997,0.003,False,9,37.10,1,37.20,5,5
auto_20260818_083250,eodfly_p,exit,SELL,SPXW,20260818,7720.0,P,09:48:22,flex_et_sec,17.6,ok,2026-08-18T09:48:22.000,0.0,False,12,17.90,4,18.00,5,5
auto_20260818_083839,gx_bps,entry,BUY,SPXW,20260818,7700.0,P,09:38:31,flex_et_sec,10.0,ok,2026-08-18T09:38:30.997,0.003,False,44,9.90,2,10.00,5,5
auto_20260818_083629,openfly_c,entry,SELL,SPXW,20260818,7710.0,C,09:36:28,flex_et_sec,13.7,ok,2026-08-18T09:36:27.998,0.002,False,17,13.40,15,13.50,5,5
auto_20260818_083839,gx_bps,exit,BUY,SPXW,20260818,7725.0,P,09:49:38,flex_et_sec,23.4,ok,2026-08-18T09:49:38.000,0.0,False,6,23.00,9,23.20,5,5
auto_20260819_083054,eodic_c,entry,SELL,SPXW,20260819,7770.0,C,09:30:51,flex_et_sec,1.15,ok,2026-08-19T09:30:50.936,0.064,False,112,1.10,172,1.20,5,5
auto_20260818_083839,gx_bps,exit,SELL,SPXW,20260818,7700.0,P,09:49:38,flex_et_sec,9.7,ok,2026-08-18T09:49:37.999,0.001,False,34,9.60,80,9.70,5,5
auto_20260818_083434,openfly_p,exit,BUY,SPXW,20260818,7710.0,P,09:55:51,flex_et_sec,15.4,ok,2026-08-18T09:55:50.950,0.05,False,38,15.30,60,15.50,5,5
auto_20260819_083054,eodic_c,entry,BUY,SPXW,20260819,7795.0,C,09:30:51,flex_et_sec,0.4,ok,2026-08-19T09:30:50.936,0.064,False,187,0.35,338,0.40,5,5
auto_20260818_083434,openfly_p,exit,SELL,SPXW,20260818,7685.0,P,09:55:51,flex_et_sec,5.6,ok,2026-08-18T09:55:50.951,0.049,False,4,5.70,179,5.80,5,5
auto_20260819_083131,eodfly_p,entry,BUY,SPXW,20260819,7665.0,P,09:31:26,flex_et_sec,1.05,ok,2026-08-19T09:31:25.991,0.009,False,201,0.95,285,1.05,5,5
auto_20260819_083131,eodfly_p,entry,SELL,SPXW,20260819,7690.0,P,09:31:26,flex_et_sec,2.95,ok,2026-08-19T09:31:25.998,0.002,False,71,2.95,3,3.00,5,5
auto_20260819_083151,eodfly_c,entry,SELL,SPXW,20260819,7690.0,C,09:31:44,flex_et_sec,36.4,ok,2026-08-19T09:31:43.983,0.017,False,1,36.20,5,36.40,5,5
auto_20260819_083151,eodfly_c,entry,BUY,SPXW,20260819,7715.0,C,09:31:44,flex_et_sec,17.4,ok,2026-08-19T09:31:43.973,0.027,False,18,17.10,15,17.30,5,5
auto_20260819_090605,openic_p,entry,BUY,SPXW,20260819,7615.0,P,10:05:53,flex_et_sec,0.3,ok,2026-08-19T10:05:52.776,0.224,False,451,0.25,643,0.30,5,5
auto_20260819_083151,eodfly_c,exit,BUY,SPXW,20260819,7690.0,C,09:41:59,flex_et_sec,28.1,ok,2026-08-19T09:41:58.995,0.005,False,4,27.80,7,28.00,5,5
auto_20260819_090605,openic_p,entry,SELL,SPXW,20260819,7640.0,P,10:06:04,flex_et_sec,0.5,ok,2026-08-19T10:06:03.989,0.011,False,126,0.50,493,0.55,5,5
auto_20260819_090658,openic_c,entry,BUY,SPXW,20260819,7820.0,C,10:06:56,flex_et_sec,0.15,ok,2026-08-19T10:06:55.563,0.437,False,494,0.10,474,0.15,5,5
auto_20260819_090658,openic_c,entry,SELL,SPXW,20260819,7795.0,C,10:06:57,flex_et_sec,0.15,ok,2026-08-19T10:06:56.864,0.136,False,732,0.15,52,0.20,5,5
auto_20260819_090828,openfly_c,entry,SELL,SPXW,20260819,7715.0,C,10:08:12,flex_et_sec,12.6,ok,2026-08-19T10:08:11.996,0.004,False,24,12.40,16,12.50,5,5
auto_20260819_090735,openfly_p,entry,BUY,SPXW,20260819,7690.0,P,10:07:31,flex_et_sec,4.1,ok,2026-08-19T10:07:30.998,0.002,False,131,4.00,95,4.10,5,5
auto_20260819_083151,eodfly_c,exit,SELL,SPXW,20260819,7715.0,C,09:41:59,flex_et_sec,11.3,ok,2026-08-19T09:41:58.992,0.008,False,32,11.20,17,11.30,5,5
auto_20260819_090905,gx_bps,entry,BUY,SPXW,20260819,7605.0,P,10:08:57,flex_et_sec,0.25,ok,2026-08-19T10:08:56.505,0.495,False,449,0.20,744,0.25,5,5
auto_20260819_090735,openfly_p,entry,SELL,SPXW,20260819,7715.0,P,10:07:31,flex_et_sec,11.2,ok,2026-08-19T10:07:31.000,0.0,False,69,11.20,114,11.40,5,5
auto_20260819_090828,openfly_c,entry,BUY,SPXW,20260819,7740.0,C,10:08:12,flex_et_sec,3.1,ok,2026-08-19T10:08:11.993,0.007,False,141,2.95,229,3.10,5,5
auto_20260819_090905,gx_bps,entry,SELL,SPXW,20260819,7630.0,P,10:08:57,flex_et_sec,0.35,ok,2026-08-19T10:08:56.922,0.078,False,670,0.35,647,0.45,5,5
auto_20260819_090942,gx_bcs,entry,BUY,SPXW,20260819,7750.0,C,10:09:34,flex_et_sec,1.45,ok,2026-08-19T10:09:33.996,0.004,False,316,1.40,368,1.50,5,5
auto_20260820_083036,eodic_p,entry,BUY,SPXW,20260820,7610.0,P,09:30:33,flex_et_sec,1.55,ok,2026-08-20T09:30:32.980,0.02,False,10,1.45,41,1.50,5,5
auto_20260820_083036,eodic_p,entry,SELL,SPXW,20260820,7635.0,P,09:30:33,flex_et_sec,3.2,ok,2026-08-20T09:30:32.980,0.02,False,72,3.10,15,3.20,5,5
auto_20260820_083149,eodfly_p,entry,SELL,SPXW,20260820,7710.0,P,09:31:48,flex_et_sec,28.9,ok,2026-08-20T09:31:47.998,0.002,False,1,28.50,9,28.70,5,5
auto_20260819_090942,gx_bcs,entry,SELL,SPXW,20260819,7725.0,C,10:09:34,flex_et_sec,7.3,ok,2026-08-19T10:09:33.998,0.002,False,104,7.30,44,7.40,5,5
auto_20260820_083210,eodfly_c,entry,BUY,SPXW,20260820,7735.0,C,09:32:06,flex_et_sec,1.05,ok,2026-08-20T09:32:05.958,0.042,False,225,0.95,304,1.05,5,5
auto_20260820_083210,eodfly_c,entry,SELL,SPXW,20260820,7710.0,C,09:32:06,flex_et_sec,4.2,ok,2026-08-20T09:32:05.995,0.005,False,155,4.20,26,4.30,5,5
auto_20260820_083149,eodfly_p,entry,BUY,SPXW,20260820,7685.0,P,09:31:47,flex_et_sec,13.9,ok,2026-08-20T09:31:46.997,0.003,False,10,14.00,13,14.10,5,5
auto_20260820_083232,openic_p,entry,BUY,SPXW,20260820,7585.0,P,09:32:25,flex_et_sec,0.6,ok,2026-08-20T09:32:24.755,0.245,False,374,0.55,112,0.60,5,5
auto_20260820_083232,openic_p,entry,SELL,SPXW,20260820,7610.0,P,09:32:25,flex_et_sec,1.1,ok,2026-08-20T09:32:24.990,0.01,False,277,1.10,150,1.15,5,5
auto_20260820_083252,openic_c,entry,SELL,SPXW,20260820,7755.0,C,09:32:52,flex_et_sec,0.3,ok,2026-08-20T09:32:51.705,0.295,False,5,0.30,596,0.35,5,5
auto_20260820_083252,openic_c,entry,BUY,SPXW,20260820,7780.0,C,09:32:52,flex_et_sec,0.15,ok,2026-08-20T09:32:51.704,0.296,False,559,0.10,776,0.15,5,5
auto_20260820_083334,openfly_c,entry,BUY,SPXW,20260820,7705.0,C,09:33:29,flex_et_sec,5.1,ok,2026-08-20T09:33:28.995,0.005,False,119,5.00,16,5.10,5,5
auto_20260820_083313,openfly_p,entry,BUY,SPXW,20260820,7655.0,P,09:33:08,flex_et_sec,5.7,ok,2026-08-20T09:33:07.999,0.001,False,26,5.60,129,5.70,5,5
auto_20260820_083334,openfly_c,entry,SELL,SPXW,20260820,7680.0,C,09:33:29,flex_et_sec,16.0,ok,2026-08-20T09:33:28.999,0.001,False,43,16.00,30,16.20,5,5
auto_20260820_083432,gx_bcs,entry,SELL,SPXW,20260820,7755.0,C,09:34:25,flex_et_sec,0.3,ok,2026-08-20T09:34:24.980,0.02,False,382,0.30,131,0.35,5,5
auto_20260820_083313,openfly_p,entry,SELL,SPXW,20260820,7680.0,P,09:33:08,flex_et_sec,12.8,ok,2026-08-20T09:33:07.998,0.002,False,66,12.80,40,13.00,5,5
auto_20260820_083355,gx_bps,entry,BUY,SPXW,20260820,7675.0,P,09:33:49,flex_et_sec,10.0,ok,2026-08-20T09:33:49.000,0.0,False,36,9.90,33,10.00,5,5
auto_20260820_083432,gx_bcs,entry,BUY,SPXW,20260820,7780.0,C,09:34:25,flex_et_sec,0.15,ok,2026-08-20T09:34:24.940,0.06,False,680,0.10,499,0.15,5,5
auto_20260820_083355,gx_bps,entry,SELL,SPXW,20260820,7700.0,P,09:33:49,flex_et_sec,22.0,ok,2026-08-20T09:33:48.998,0.002,False,3,21.90,15,22.10,5,5
auto_20260820_083149,eodfly_p,exit,BUY,SPXW,20260820,7710.0,P,09:44:41,flex_et_sec,21.9,ok,2026-08-20T09:44:40.997,0.003,False,2,21.80,1,21.90,5,5
auto_20260820_083334,openfly_c,exit,SELL,SPXW,20260820,7705.0,C,09:44:53,flex_et_sec,7.6,ok,2026-08-20T09:44:53.000,0.0,False,49,7.70,119,7.80,5,5
auto_20260820_083334,openfly_c,exit,BUY,SPXW,20260820,7680.0,C,09:44:53,flex_et_sec,21.7,ok,2026-08-20T09:44:52.991,0.009,False,4,21.70,2,21.80,5,5
auto_20260820_083149,eodfly_p,exit,SELL,SPXW,20260820,7685.0,P,09:44:41,flex_et_sec,9.5,ok,2026-08-20T09:44:40.999,0.001,False,139,9.40,129,9.60,5,5
auto_20260820_083355,gx_bps,exit,SELL,SPXW,20260820,7675.0,P,09:45:11,flex_et_sec,6.9,ok,2026-08-20T09:45:10.999,0.001,False,135,6.90,146,7.10,5,5
auto_20260821_083037,eodic_p,entry,BUY,SPXW,20260821,7540.0,P,09:30:33,flex_et_sec,0.25,ok,2026-08-21T09:30:32.995,0.005,False,210,0.20,169,0.25,5,5
auto_20260821_083037,eodic_p,entry,SELL,SPXW,20260821,7565.0,P,09:30:33,flex_et_sec,0.35,ok,2026-08-21T09:30:32.994,0.006,False,354,0.35,270,0.45,5,5
auto_20260820_083355,gx_bps,exit,BUY,SPXW,20260820,7700.0,P,09:45:11,flex_et_sec,16.5,ok,2026-08-20T09:45:10.999,0.001,False,49,16.40,41,16.60,5,5
auto_20260821_083058,eodic_c,entry,BUY,SPXW,20260821,7740.0,C,09:30:53,flex_et_sec,0.8,ok,2026-08-21T09:30:52.963,0.037,False,8,0.75,209,0.80,5,5
auto_20260821_083058,eodic_c,entry,SELL,SPXW,20260821,7715.0,C,09:30:53,flex_et_sec,2.0,ok,2026-08-21T09:30:52.993,0.007,False,47,2.00,17,2.05,5,5
auto_20260820_083313,openfly_p,exit,BUY,SPXW,20260820,7680.0,P,11:45:18,flex_et_sec,13.8,ok,2026-08-20T11:45:17.987,0.013,False,6,13.70,10,13.80,5,5
auto_20260820_083313,openfly_p,exit,SELL,SPXW,20260820,7655.0,P,11:45:18,flex_et_sec,4.0,ok,2026-08-20T11:45:17.972,0.028,False,185,4.00,54,4.10,5,5
auto_20260821_083141,eodfly_c,entry,SELL,SPXW,20260821,7640.0,C,09:31:36,flex_et_sec,36.0,ok,2026-08-21T09:31:35.997,0.003,False,3,35.90,1,36.10,5,5
auto_20260821_083120,eodfly_p,entry,SELL,SPXW,20260821,7640.0,P,09:31:14,flex_et_sec,4.5,ok,2026-08-21T09:31:13.808,0.192,False,100,4.50,176,4.70,5,5
auto_20260821_083120,eodfly_p,entry,BUY,SPXW,20260821,7615.0,P,09:31:14,flex_et_sec,2.0,ok,2026-08-21T09:31:13.970,0.03,False,27,1.95,86,2.00,5,5
auto_20260821_083202,openic_p,entry,BUY,SPXW,20260821,7575.0,P,09:31:56,flex_et_sec,0.55,ok,2026-08-21T09:31:55.999,0.001,False,268,0.50,256,0.55,5,5
auto_20260821_083239,openic_c,entry,SELL,SPXW,20260821,7750.0,C,09:32:32,flex_et_sec,0.4,ok,2026-08-21T09:32:31.977,0.023,False,336,0.40,353,0.45,5,5
auto_20260821_083202,openic_p,entry,SELL,SPXW,20260821,7600.0,P,09:31:56,flex_et_sec,1.1,ok,2026-08-21T09:31:56.000,0.0,False,238,1.10,76,1.15,5,5
auto_20260821_083239,openic_c,entry,BUY,SPXW,20260821,7775.0,C,09:32:32,flex_et_sec,0.25,ok,2026-08-21T09:32:31.976,0.024,False,389,0.20,670,0.25,5,5
auto_20260821_083141,eodfly_c,entry,BUY,SPXW,20260821,7665.0,C,09:31:36,flex_et_sec,17.4,ok,2026-08-21T09:31:35.997,0.003,False,5,17.20,1,17.30,5,5
auto_20260821_083300,openfly_p,entry,BUY,SPXW,20260821,7650.0,P,09:32:55,flex_et_sec,6.5,ok,2026-08-21T09:32:54.985,0.015,False,35,6.40,78,6.50,5,5
auto_20260821_083354,openfly_c,entry,BUY,SPXW,20260821,7700.0,C,09:33:51,flex_et_sec,3.0,ok,2026-08-21T09:33:50.995,0.005,False,51,2.90,82,2.95,5,5
auto_20260821_083300,openfly_p,entry,SELL,SPXW,20260821,7675.0,P,09:32:55,flex_et_sec,15.6,ok,2026-08-21T09:32:54.984,0.016,False,7,15.60,50,15.80,5,5
auto_20260821_083433,gx_bps,entry,SELL,SPXW,20260821,7640.0,P,09:34:26,flex_et_sec,4.6,ok,2026-08-21T09:34:25.997,0.003,False,196,4.50,50,4.60,5,5
auto_20260821_083433,gx_bps,entry,BUY,SPXW,20260821,7615.0,P,09:34:26,flex_et_sec,1.85,ok,2026-08-21T09:34:25.996,0.004,False,65,1.80,173,1.85,5,5
auto_20260821_083454,gx_bcs,entry,BUY,SPXW,20260821,7725.0,C,09:34:46,flex_et_sec,0.9,ok,2026-08-21T09:34:45.917,0.083,False,162,0.85,201,0.90,5,5
auto_20260821_083354,openfly_c,entry,SELL,SPXW,20260821,7675.0,C,09:33:54,flex_et_sec,10.1,ok,2026-08-21T09:33:53.999,0.001,False,92,10.00,86,10.20,5,5
auto_20260821_083141,eodfly_c,exit,BUY,SPXW,20260821,7640.0,C,09:45:17,flex_et_sec,35.1,ok,2026-08-21T09:45:16.814,0.186,False,2,34.80,1,35.20,5,5
auto_20260821_083454,gx_bcs,entry,SELL,SPXW,20260821,7700.0,C,09:34:46,flex_et_sec,2.95,ok,2026-08-21T09:34:45.997,0.003,False,117,2.95,216,3.10,5,5
auto_20260821_083300,openfly_p,exit,SELL,SPXW,20260821,7650.0,P,09:45:31,flex_et_sec,5.1,ok,2026-08-21T09:45:30.995,0.005,False,35,5.20,134,5.30,5,5
auto_20260821_083141,eodfly_c,exit,SELL,SPXW,20260821,7665.0,C,09:45:17,flex_et_sec,15.8,ok,2026-08-21T09:45:16.924,0.076,False,18,15.80,24,16.00,5,5
auto_20260821_083354,openfly_c,exit,SELL,SPXW,20260821,7700.0,C,11:09:47,flex_et_sec,1.6,ok,2026-08-21T11:09:46.970,0.03,False,55,1.60,202,1.65,5,5
auto_20260824_083027,eodic_p,entry,BUY,SPXW,20260824,7570.0,P,09:30:26,flex_et_sec,0.65,ok,2026-08-24T09:30:25.931,0.069,False,183,0.55,321,0.65,5,5
auto_20260824_083027,eodic_p,entry,SELL,SPXW,20260824,7595.0,P,09:30:26,flex_et_sec,1.25,ok,2026-08-24T09:30:26.000,0.0,False,55,1.25,89,1.35,5,5
auto_20260821_083300,openfly_p,exit,BUY,SPXW,20260821,7675.0,P,09:45:31,flex_et_sec,13.7,ok,2026-08-21T09:45:31.000,0.0,False,40,13.70,68,13.90,5,5
