eod_date,spot_eod,hvl,ex1|cspot|W10|near,ex1|cspot|W10|maxswing,ex1|mqspot|W10|near
2023-06-09,4298.859863,4205.0,4195.0,4195.0,4195.0
2023-06-12,4338.930176,4245.0,4235.0,4235.0,4235.0
2023-06-13,4369.009766,4245.0,4235.0,4235.0,4235.0
2023-06-14,4372.589844,4245.0,4235.0,4235.0,4235.0
2023-06-15,4425.839844,4245.0,4255.0,4255.0,4255.0
2023-06-16,4409.589844,4295.0,4285.0,4285.0,4285.0
2023-06-20,4388.709961,4295.0,4285.0,4285.0,4285.0
2023-06-21,4365.689941,4310.0,4350.0,4335.0,4350.0
2023-06-22,4381.890137,4305.0,4350.0,4305.0,4350.0
2023-06-23,4348.330078,4305.0,4350.0,4305.0,4350.0
2023-07-17,4522.790039,4445.0,4420.0,4420.0,4420.0
2023-07-18,4554.97998,4430.0,4435.0,4435.0,4435.0
2023-07-19,4565.720215,4445.0,4445.0,4445.0,4445.0
2023-07-20,4534.870117,4510.0,4510.0,4510.0,4510.0
2023-07-21,4536.339844,4520.0,4510.0,4510.0,4510.0
2023-07-24,4554.640137,4520.0,4510.0,4510.0,4510.0
2023-07-25,4567.459961,4520.0,4510.0,4510.0,4510.0
2023-07-26,4566.75,4520.0,4510.0,4510.0,4510.0
2023-07-27,4537.410156,4535.0,4530.0,1200.0,4530.0
2023-07-28,4582.22998,4520.0,4520.0,4520.0,4520.0
2023-07-31,4588.959961,4520.0,4555.0,4555.0,4555.0
2023-08-01,4576.72998,4570.0,4560.0,4560.0,4560.0
2023-08-02,4513.390137,4555.0,4560.0,4560.0,4560.0
2023-08-03,4501.890137,4540.0,4530.0,4530.0,4530.0
2023-08-04,4478.029785,4520.0,4525.0,4525.0,4525.0
2023-08-07,4518.439941,4520.0,4510.0,4510.0,4510.0
2023-08-08,4499.379883,4520.0,4510.0,4510.0,4510.0
2023-08-09,4467.709961,4515.0,4510.0,4510.0,4510.0
2023-08-10,4468.830078,4505.0,4510.0,4510.0,4510.0
2023-08-11,4464.049805,4505.0,4510.0,4510.0,4510.0
2023-08-14,4489.720215,4500.0,4505.0,4505.0,4505.0
2023-08-15,4437.859863,4500.0,4510.0,4510.0,4510.0
2023-08-16,4404.330078,4500.0,4510.0,4510.0,4510.0
2023-08-17,4370.359863,4500.0,4510.0,4510.0,4510.0
2023-08-18,4369.709961,4495.0,4485.0,4485.0,4485.0
2023-08-21,4399.77002,4475.0,4440.0,4450.0,4440.0
2023-08-22,4387.549805,4430.0,4430.0,4430.0,4430.0
2023-08-23,4436.009766,4410.0,4410.0,4410.0,4410.0
2023-08-24,4376.310059,4435.0,4435.0,4435.0,4435.0
2023-08-25,4405.709961,4435.0,4425.0,4425.0,4425.0
2023-08-28,4433.310059,4435.0,4425.0,4425.0,4425.0
2023-08-29,4497.629883,4435.0,4425.0,4425.0,4425.0
2023-08-30,4514.870117,4435.0,4440.0,5275.0,4440.0
2023-08-31,4507.660156,4455.0,4460.0,4460.0,4460.0
2023-09-01,4515.77002,4470.0,4470.0,5275.0,4470.0
2023-09-05,4496.830078,4495.0,4485.0,4485.0,4485.0
2023-09-06,4465.47998,4495.0,4485.0,4485.0,4485.0
2023-09-07,4451.140137,4495.0,4485.0,4485.0,4485.0
2023-09-08,4457.490234,4495.0,4475.0,4485.0,4475.0
2023-09-11,4487.459961,4470.0,4470.0,4470.0,4470.0
2023-09-12,4461.899902,4495.0,4485.0,4485.0,4485.0
2023-09-13,4467.439941,4495.0,4475.0,4485.0,4475.0
2023-09-14,4505.100098,4495.0,4485.0,4485.0,4485.0
2023-09-15,4450.319824,4485.0,4485.0,4485.0,4485.0
2023-09-18,4453.529785,4485.0,4485.0,4485.0,4485.0
2023-09-19,4443.950195,4485.0,4480.0,4480.0,4480.0
2023-09-20,4402.200195,4485.0,4485.0,4485.0,4485.0
2023-09-21,4330.0,4485.0,4485.0,4485.0,4485.0
2023-09-22,4320.060059,4480.0,4485.0,4485.0,4485.0
2023-09-25,4337.439941,4440.0,4440.0,4485.0,4440.0
2023-09-26,4273.529785,4440.0,4440.0,4485.0,4440.0
2023-09-27,4274.509766,4400.0,4410.0,4485.0,4410.0
2023-09-28,4299.700195,4395.0,4390.0,4485.0,4390.0
2023-09-29,4288.049805,4370.0,4370.0,4485.0,4370.0
2023-10-02,4288.390137,4370.0,4360.0,4360.0,4360.0
2023-10-03,4229.450195,4365.0,4360.0,4485.0,4360.0
2023-10-04,4263.75,4360.0,4360.0,4360.0,4360.0
2023-10-05,4258.189941,4360.0,4355.0,5275.0,4355.0
2023-10-06,4308.5,4340.0,4335.0,4335.0,4335.0
2023-10-09,4335.660156,4340.0,4330.0,4330.0,4330.0
2023-10-10,4358.240234,4340.0,4335.0,4335.0,4335.0
2023-10-11,4376.950195,4340.0,4350.0,4350.0,4350.0
2023-10-12,4349.609863,4340.0,4350.0,4350.0,4350.0
2023-10-13,4327.779785,4355.0,4360.0,4360.0,4360.0
2023-10-16,4373.629883,4355.0,4350.0,4350.0,4350.0
2023-10-17,4373.200195,4355.0,4360.0,4360.0,4360.0
2023-10-18,4314.600098,4365.0,4360.0,4360.0,4360.0
2023-10-19,4278.0,4345.0,4350.0,4350.0,4350.0
2023-10-20,4224.160156,4345.0,4350.0,4350.0,4350.0
2023-10-23,4217.040039,4345.0,4320.0,4350.0,4320.0
2023-10-24,4247.680176,4300.0,4310.0,4310.0,4310.0
2023-10-25,4186.77002,4305.0,4310.0,4310.0,4310.0
2023-10-26,4137.22998,4310.0,4310.0,4310.0,4310.0
2023-10-27,4117.370117,4300.0,4310.0,4310.0,4310.0
2023-10-30,4166.819824,4300.0,4310.0,4310.0,4310.0
2023-10-31,4193.799805,4280.0,4230.0,4240.0,4230.0
2023-11-01,4237.859863,4225.0,4245.0,4260.0,4245.0
2023-11-02,4317.779785,4260.0,4260.0,4260.0,4260.0
2023-11-03,4358.339844,4275.0,4280.0,4280.0,4280.0
2023-11-06,4365.97998,4300.0,4305.0,4305.0,4305.0
2023-11-07,4378.379883,4330.0,4325.0,4325.0,4325.0
2023-11-08,4382.779785,4330.0,4335.0,4335.0,4335.0
2023-11-09,4347.350098,4345.0,4340.0,4340.0,4340.0
2023-11-10,4415.240234,4335.0,4335.0,4335.0,4335.0
2023-11-13,4411.549805,4370.0,4360.0,4360.0,4360.0
2023-11-14,4495.700195,4370.0,4365.0,4365.0,4365.0
2023-11-15,4502.879883,4370.0,4370.0,4370.0,4370.0
2023-11-16,4508.240234,4415.0,4410.0,4410.0,4410.0
2023-11-17,4514.02002,4415.0,4410.0,4410.0,4410.0
2023-11-20,4547.379883,4475.0,4485.0,4485.0,4485.0
2023-11-21,4538.189941,4420.0,4485.0,4485.0,4485.0
2023-11-22,4556.620117,4420.0,4425.0,4425.0,4425.0
2023-11-24,4559.339844,4495.0,4485.0,4485.0,4485.0
2023-11-27,4550.430176,4495.0,4530.0,4530.0,4530.0
2023-11-28,4554.890137,4495.0,4535.0,4530.0,4535.0
2023-11-29,4550.580078,4495.0,4535.0,4530.0,4535.0
2023-11-30,4567.799805,4495.0,4545.0,4530.0,4545.0
2023-12-01,4594.629883,4495.0,4535.0,4530.0,4535.0
2023-12-04,4569.779785,4500.0,4550.0,4530.0,4550.0
2023-12-05,4567.180176,4505.0,4545.0,4530.0,4545.0
2023-12-06,4549.339844,4505.0,4550.0,4530.0,4550.0
2023-12-07,4585.589844,4505.0,4545.0,4530.0,4545.0
2023-12-08,4604.370117,4500.0,4535.0,4530.0,4535.0
2023-12-11,4622.439941,4500.0,4550.0,4530.0,4550.0
2023-12-12,4643.700195,4500.0,4570.0,4530.0,4570.0
2023-12-13,4707.089844,4585.0,4585.0,4585.0,4585.0
2023-12-14,4719.549805,4585.0,4585.0,4500.0,4585.0
2023-12-15,4719.189941,4595.0,4585.0,4530.0,4585.0
2023-12-18,4740.560059,4615.0,4635.0,4530.0,4635.0
2023-12-19,4768.370117,4645.0,4635.0,4530.0,4635.0
2023-12-20,4698.350098,4695.0,4685.0,4685.0,4685.0
2023-12-21,4746.75,4695.0,4735.0,4735.0,4735.0
2023-12-22,4754.629883,4695.0,4685.0,4685.0,4685.0
2023-12-26,4774.75,4695.0,4720.0,4685.0,4720.0
2023-12-27,4781.580078,4695.0,4720.0,4685.0,4720.0
2023-12-28,4783.350098,4745.0,4735.0,4735.0,4735.0
2023-12-29,4769.830078,4745.0,4735.0,4735.0,4735.0
2024-01-02,4742.830078,4765.0,4755.0,4755.0,4755.0
2024-01-03,4704.810059,4745.0,4735.0,4735.0,4735.0
2024-01-04,4688.680176,4720.0,4725.0,4725.0,4725.0
2024-01-05,4697.240234,4720.0,4715.0,4715.0,4715.0
2024-01-08,4763.540039,4705.0,4710.0,4710.0,4710.0
2024-01-09,4756.5,4720.0,4710.0,4710.0,4710.0
2024-01-10,4783.450195,4735.0,4735.0,4735.0,4735.0
2024-01-11,4780.240234,4745.0,4735.0,4735.0,4735.0
2024-01-12,4783.830078,4745.0,4735.0,4735.0,4735.0
2024-01-16,4765.97998,4765.0,4760.0,4760.0,4760.0
2024-01-17,4739.209961,4765.0,4760.0,4760.0,4760.0
2024-01-18,4780.939941,4755.0,4755.0,4755.0,4755.0
2024-01-19,4839.810059,4760.0,4755.0,4755.0,4755.0
2024-01-22,4850.430176,4765.0,4770.0,4770.0,4770.0
2024-01-23,4864.600098,4795.0,4785.0,4785.0,4785.0
2024-01-24,4868.549805,4795.0,4785.0,4785.0,4785.0
2024-01-25,4894.160156,4795.0,4785.0,4785.0,4785.0
2024-01-26,4890.970215,4795.0,4785.0,4785.0,4785.0
2024-01-29,4927.930176,4795.0,4825.0,4785.0,4825.0
2024-01-30,4924.970215,4795.0,4835.0,4785.0,4835.0
2024-01-31,4845.649902,4865.0,4860.0,4860.0,4860.0
2024-02-01,4906.189941,4845.0,4855.0,4835.0,4855.0
2024-02-02,4958.609863,4845.0,4835.0,4835.0,4835.0
2024-02-05,4942.810059,4870.0,4860.0,4860.0,4860.0
2024-02-06,4954.22998,4870.0,4920.0,4920.0,4920.0
2024-02-07,4995.060059,4870.0,4875.0,4875.0,4875.0
2024-02-08,4997.910156,4895.0,4885.0,4885.0,4885.0
2024-02-09,5026.609863,4895.0,4885.0,4885.0,4885.0
2024-02-12,5021.839844,4920.0,4930.0,5625.0,4930.0
2024-02-13,4953.169922,4945.0,4935.0,4935.0,4935.0
2024-02-14,5000.620117,4945.0,4935.0,4935.0,4935.0
2024-02-15,5029.72998,4945.0,4935.0,4935.0,4935.0
2024-02-16,5005.569824,4945.0,4970.0,4935.0,4970.0
2024-02-20,4975.509766,4980.0,4975.0,4985.0,4975.0
2024-02-21,4981.799805,4965.0,4970.0,4970.0,4970.0
2024-02-22,5087.029785,4965.0,4955.0,4955.0,4955.0
2024-02-23,5088.799805,4965.0,4960.0,4960.0,4960.0
2024-02-26,5069.529785,4995.0,4985.0,4985.0,4985.0
2024-02-27,5078.180176,4995.0,4985.0,4985.0,4985.0
2024-02-28,5069.759766,4995.0,5050.0,5030.0,5050.0
2024-02-29,5096.27002,4995.0,5035.0,5030.0,5035.0
2024-03-01,5137.080078,4995.0,5035.0,5030.0,5035.0
2024-03-04,5130.950195,4995.0,5035.0,5030.0,5035.0
2024-03-05,5078.649902,5070.0,5065.0,5000.0,5080.0
2024-03-06,5104.759766,5070.0,5060.0,5030.0,5060.0
2024-03-07,5157.359863,5010.0,5035.0,5030.0,5035.0
2024-03-08,5123.689941,5010.0,5060.0,5030.0,5060.0
2024-03-11,5117.939941,5070.0,5065.0,5030.0,5065.0
2024-03-12,5175.27002,5095.0,5085.0,5085.0,5085.0
2024-03-13,5165.310059,5095.0,5085.0,5085.0,5085.0
2024-03-14,5150.47998,5095.0,5085.0,5085.0,5085.0
2024-03-15,5117.089844,5140.0,5135.0,5135.0,5135.0
2024-03-18,5149.419922,5110.0,5120.0,5120.0,5120.0
2024-03-19,5178.509766,5130.0,5135.0,5135.0,5135.0
2024-03-20,5224.620117,5130.0,5135.0,5135.0,5135.0
2024-03-21,5241.529785,5130.0,5135.0,5135.0,5135.0
2024-03-22,5234.180176,5155.0,5150.0,5135.0,5150.0
2024-03-25,5218.189941,5190.0,5180.0,5160.0,5180.0
2024-03-26,5203.580078,5190.0,5185.0,5185.0,5185.0
2024-03-27,5248.490234,5165.0,5165.0,5165.0,5165.0
2024-03-28,5254.350098,5195.0,5185.0,5185.0,5185.0
2024-04-01,5243.77002,5195.0,5220.0,5975.0,5220.0
2024-04-02,5205.810059,5245.0,5235.0,5235.0,5235.0
2024-04-03,5211.490234,5220.0,5220.0,5975.0,5220.0
2024-04-04,5147.209961,5195.0,5195.0,5975.0,5195.0
2024-04-05,5204.339844,5195.0,5195.0,5975.0,5195.0
2024-04-08,5202.390137,5195.0,5185.0,5185.0,5185.0
2024-04-09,5209.910156,5195.0,5185.0,5185.0,5185.0
2024-04-10,5160.640137,5195.0,5185.0,5185.0,5185.0
2024-04-11,5199.060059,5195.0,5185.0,5185.0,5185.0
2024-04-12,5123.410156,5185.0,5185.0,5185.0,5185.0
2024-04-15,5061.819824,5165.0,5160.0,5160.0,5160.0
2024-04-16,5051.410156,5165.0,5160.0,5160.0,5160.0
2024-04-17,5022.209961,5165.0,5160.0,6200.0,5160.0
2024-04-18,5011.120117,5165.0,5160.0,5160.0,5160.0
2024-04-19,4967.22998,5125.0,5135.0,5975.0,5135.0
2024-04-22,5010.600098,5090.0,5085.0,5900.0,5085.0
2024-04-23,5070.549805,5050.0,5060.0,5060.0,5060.0
2024-04-24,5071.629883,5075.0,5075.0,5975.0,5075.0
2024-04-25,5048.419922,5075.0,5065.0,5975.0,5065.0
2024-04-26,5099.959961,5065.0,5060.0,5060.0,5060.0
2024-04-29,5116.169922,5090.0,5085.0,5085.0,5085.0
2024-04-30,5035.689941,5095.0,5085.0,5085.0,5085.0
2024-05-01,5018.390137,5095.0,5085.0,5085.0,5085.0
2024-05-02,5064.200195,5090.0,5085.0,5085.0,5085.0
2024-05-03,5127.790039,5090.0,5085.0,5085.0,5085.0
2024-05-06,5180.740234,5125.0,5115.0,5115.0,5115.0
2024-05-07,5187.700195,5135.0,5135.0,5135.0,5135.0
2024-05-08,5187.669922,5145.0,5135.0,5135.0,5135.0
2024-05-09,5214.080078,5145.0,5145.0,5975.0,5145.0
2024-05-10,5222.680176,5165.0,5160.0,5975.0,5160.0
2024-05-13,5221.419922,5165.0,5170.0,5975.0,5170.0
2024-05-14,5246.680176,5195.0,5185.0,5185.0,5185.0
2024-05-15,5308.149902,5195.0,5185.0,5185.0,5185.0
2024-05-16,5297.100098,5195.0,5185.0,5975.0,5185.0
2024-05-17,5303.27002,5195.0,5230.0,5975.0,5230.0
2024-05-20,5308.129883,5270.0,5235.0,5980.0,5235.0
2024-05-21,5321.410156,5295.0,5285.0,5285.0,5285.0
2024-05-23,5267.839844,5295.0,5285.0,5285.0,5285.0
2024-05-24,5304.720215,5295.0,5285.0,5185.0,5285.0
2024-05-28,5306.040039,5295.0,5285.0,5285.0,5285.0
2024-05-29,5266.950195,5295.0,5285.0,5285.0,5285.0
2024-05-30,5235.47998,5295.0,5285.0,5285.0,5285.0
2024-05-31,5277.509766,5275.0,5275.0,5980.0,5275.0
2024-06-03,5283.399902,5240.0,5240.0,5980.0,5240.0
2024-06-04,5291.339844,5265.0,5265.0,5980.0,5265.0
2024-06-05,5354.029785,5270.0,5270.0,5980.0,5270.0
2024-06-06,5352.959961,5300.0,5310.0,5980.0,5310.0
2024-06-07,5346.990234,5300.0,5310.0,5310.0,5310.0
2024-06-10,5360.790039,5300.0,5310.0,5310.0,5310.0
2024-06-11,5375.319824,5300.0,5310.0,5310.0,5310.0
2024-06-12,5421.029785,5300.0,5310.0,5310.0,5310.0
2024-06-13,5433.740234,5300.0,5310.0,5310.0,5310.0
2024-06-14,5431.600098,5355.0,5355.0,5310.0,5355.0
2024-06-17,5473.22998,5355.0,5355.0,5310.0,5355.0
2024-06-18,5487.029785,5395.0,5415.0,5415.0,5415.0
2024-06-20,5473.169922,5395.0,5435.0,5435.0,5435.0
2024-06-21,5464.620117,5445.0,5465.0,5435.0,5465.0
2024-06-24,5447.870117,5445.0,5435.0,5435.0,5435.0
2024-06-25,5469.299805,5445.0,5440.0,5440.0,5440.0
2024-06-26,5477.899902,5445.0,5435.0,5435.0,5435.0
2024-06-27,5482.870117,5445.0,5435.0,5435.0,5435.0
2024-06-28,5460.47998,5445.0,5465.0,5455.0,5465.0
2024-07-01,5475.089844,5495.0,5485.0,5485.0,5485.0
2024-07-02,5509.009766,5465.0,5465.0,5465.0,5465.0
2024-07-03,5537.02002,5425.0,5460.0,5460.0,5460.0
2024-07-05,5567.189941,5465.0,5460.0,5460.0,5460.0
2024-07-08,5572.850098,5495.0,5485.0,5485.0,5485.0
2024-07-09,5576.97998,5495.0,5535.0,5535.0,5535.0
2024-07-11,5584.540039,5545.0,5535.0,5535.0,5535.0
2024-07-12,5615.350098,5535.0,5535.0,5535.0,5535.0
2024-07-15,5631.220215,5545.0,5545.0,5535.0,5545.0
2024-07-16,5667.200195,5545.0,5585.0,5585.0,5585.0
2024-07-17,5588.27002,5595.0,5585.0,5585.0,5585.0
2024-07-18,5544.589844,5595.0,5585.0,5585.0,5585.0
2024-07-19,5505.0,5595.0,5565.0,5585.0,5565.0
2024-07-22,5564.410156,5550.0,5560.0,5560.0,5560.0
2024-07-23,5555.740234,5555.0,5560.0,5560.0,5560.0
2024-07-24,5427.129883,5555.0,5555.0,5555.0,5555.0
2024-07-25,5399.220215,5525.0,5535.0,5545.0,5535.0
2024-07-26,5459.100098,5525.0,5505.0,5515.0,5505.0
2024-07-29,5463.540039,5525.0,5515.0,5515.0,5515.0
2024-07-30,5436.439941,5525.0,5515.0,5515.0,5515.0
2024-07-31,5522.299805,5495.0,5505.0,5505.0,5505.0
2024-08-01,5446.680176,5510.0,5510.0,5510.0,5510.0
2024-08-02,5346.560059,5505.0,5510.0,5510.0,5510.0
2024-08-05,5186.330078,5495.0,5490.0,5490.0,5490.0
2024-08-06,5240.029785,5495.0,5485.0,5485.0,5485.0
2024-08-07,5199.5,5495.0,5485.0,5485.0,5485.0
2024-08-08,5319.310059,5495.0,5485.0,5485.0,5485.0
2024-08-09,5344.160156,5480.0,5485.0,5485.0,5485.0
2024-08-12,5344.390137,5430.0,5425.0,5485.0,5425.0
2024-08-13,5434.430176,5400.0,5410.0,5410.0,5410.0
2024-08-14,5455.209961,5400.0,5410.0,5410.0,5410.0
2024-08-15,5543.220215,5425.0,5425.0,5425.0,5425.0
2024-08-16,5554.25,5480.0,5485.0,5485.0,5485.0
2024-08-19,5608.25,5495.0,5485.0,5485.0,5485.0
2024-08-20,5597.120117,5500.0,5505.0,5505.0,5505.0
2024-08-21,5620.850098,5510.0,5505.0,5505.0,5505.0
2024-08-22,5570.640137,5510.0,5535.0,5510.0,5535.0
2024-08-23,5634.609863,5500.0,5510.0,5510.0,5510.0
2024-08-26,5616.839844,5505.0,5535.0,5510.0,5535.0
2024-08-27,5625.799805,5560.0,5550.0,5535.0,5550.0
2024-08-28,5592.180176,5560.0,5550.0,5550.0,5550.0
2024-08-29,5591.959961,5555.0,5585.0,5585.0,5585.0
2024-08-30,5648.399902,5595.0,5585.0,5585.0,5585.0
2024-09-03,5528.930176,5595.0,5585.0,5585.0,5585.0
2024-09-04,5520.069824,5575.0,5575.0,5575.0,5575.0
2024-09-05,5503.410156,5560.0,5560.0,5560.0,5560.0
2024-09-06,5408.419922,5550.0,5560.0,5560.0,5560.0
2024-09-09,5471.049805,5500.0,5510.0,5510.0,5510.0
2024-09-10,5495.52002,5500.0,5510.0,5510.0,5510.0
2024-09-11,5554.129883,5500.0,5510.0,5510.0,5510.0
2024-09-12,5595.759766,5515.0,5510.0,5510.0,5510.0
2024-09-13,5626.02002,5530.0,5520.0,5520.0,5520.0
2024-09-16,5633.089844,5550.0,5560.0,5560.0,5560.0
2024-09-17,5634.580078,5550.0,5560.0,5560.0,5560.0
2024-09-18,5618.259766,5555.0,5560.0,5560.0,5560.0
2024-09-19,5713.640137,5600.0,5605.0,5560.0,5605.0
2024-09-20,5702.549805,5605.0,5610.0,5610.0,5610.0
2024-09-23,5718.569824,5645.0,5635.0,5635.0,5635.0
2024-09-24,5732.930176,5645.0,5635.0,5635.0,5635.0
2024-09-25,5722.259766,5645.0,5635.0,5635.0,5635.0
2024-09-26,5745.370117,5645.0,5675.0,5635.0,5675.0
2024-09-27,5738.169922,5685.0,5680.0,5635.0,5680.0
2024-09-30,5762.47998,5685.0,5685.0,5685.0,5685.0
2024-10-01,5708.75,5695.0,5695.0,5695.0,5695.0
2024-10-02,5709.540039,5695.0,5690.0,5690.0,5690.0
2024-10-03,5699.939941,5695.0,5685.0,5685.0,5685.0
2024-10-04,5751.069824,5685.0,5685.0,5685.0,5685.0
2024-10-07,5695.939941,5695.0,5690.0,5690.0,5690.0
2024-10-08,5751.129883,5695.0,5685.0,5685.0,5685.0
2024-10-09,5792.040039,5695.0,5690.0,5690.0,5690.0
2024-10-10,5780.049805,5745.0,5735.0,5735.0,5735.0
2024-10-11,5815.029785,5670.0,5735.0,5735.0,5735.0
2024-10-14,5859.850098,5750.0,5755.0,5755.0,5755.0
2024-10-15,5815.259766,5750.0,5760.0,5760.0,5760.0
2024-10-16,5842.470215,5755.0,5760.0,5760.0,5760.0
2024-10-17,5841.470215,5755.0,5760.0,5760.0,5760.0
2024-10-18,5864.669922,5765.0,5760.0,5760.0,5760.0
2024-10-21,5853.97998,5830.0,5830.0,5830.0,5830.0
2024-10-22,5851.200195,5835.0,5835.0,5835.0,5835.0
2024-10-23,5797.419922,5835.0,5835.0,5835.0,5835.0
2024-10-24,5809.859863,5830.0,5820.0,5820.0,5820.0
2024-10-25,5808.120117,5820.0,5820.0,5820.0,5820.0
2024-10-28,5823.52002,5820.0,5820.0,5820.0,5820.0
2024-10-29,5832.919922,5820.0,5815.0,6580.0,5815.0
2024-10-30,5813.669922,5820.0,5815.0,6580.0,5815.0
2024-10-31,5705.450195,5835.0,5835.0,5835.0,5835.0
2024-11-01,5728.799805,5820.0,5795.0,6580.0,5795.0
2024-11-04,5712.689941,5790.0,5760.0,5760.0,5760.0
2024-11-05,5782.759766,5765.0,5760.0,5760.0,5760.0
2024-11-06,5929.040039,5755.0,5760.0,6580.0,5760.0
2024-11-07,5973.100098,5820.0,5830.0,5760.0,5830.0
2024-11-08,5995.540039,5835.0,5835.0,5835.0,5835.0
2024-11-12,5983.990234,5845.0,5885.0,5885.0,5885.0
2024-11-13,5985.379883,5845.0,5885.0,5885.0,5885.0
2024-11-14,5949.169922,5945.0,5935.0,5935.0,5935.0
2024-11-15,5870.620117,5935.0,5925.0,5925.0,5925.0
2024-11-18,5893.620117,5895.0,5895.0,5895.0,5895.0
2024-11-19,5916.97998,5895.0,5900.0,5900.0,5900.0
2024-11-20,5917.109863,5895.0,5895.0,5885.0,5895.0
2024-11-21,5948.709961,5895.0,5885.0,5885.0,5885.0
2024-11-22,5969.339844,5920.0,5925.0,5925.0,5925.0
2024-11-25,5987.370117,5935.0,5925.0,5925.0,5925.0
2024-11-26,6021.629883,5935.0,5935.0,5935.0,5935.0
2024-11-27,5998.740234,5970.0,5975.0,5975.0,5975.0
2024-11-29,6032.379883,5970.0,5980.0,5980.0,5980.0
2024-12-02,6047.149902,5990.0,5985.0,5985.0,5985.0
2024-12-03,6049.879883,5990.0,5985.0,5985.0,5985.0
2024-12-04,6086.490234,5990.0,6020.0,5985.0,6020.0
2024-12-05,6075.109863,5990.0,6035.0,6035.0,6035.0
2024-12-06,6090.27002,5990.0,6035.0,6035.0,6035.0
2024-12-09,6052.850098,6045.0,6070.0,6040.0,6040.0
2024-12-10,6034.910156,6045.0,6040.0,6040.0,6040.0
2024-12-11,6084.189941,6045.0,6035.0,6035.0,6035.0
2024-12-12,6051.25,6045.0,6070.0,6040.0,6040.0
2024-12-13,6051.089844,6045.0,6040.0,6040.0,6040.0
2024-12-16,6074.080078,6045.0,6035.0,6035.0,6035.0
2024-12-17,6050.609863,6045.0,6040.0,6040.0,6040.0
2024-12-18,5872.160156,6040.0,6040.0,6040.0,6040.0
2024-12-19,5867.080078,6015.0,6010.0,6720.0,6010.0
2024-12-20,5930.850098,6010.0,6005.0,6005.0,6005.0
2024-12-23,5974.069824,5985.0,5985.0,5985.0,5985.0
2024-12-24,6040.040039,5985.0,5985.0,5985.0,5985.0
2024-12-26,6037.589844,5990.0,5985.0,5985.0,5985.0
2024-12-27,5970.839844,6010.0,6005.0,6005.0,6005.0
2024-12-30,5906.939941,6005.0,6005.0,6005.0,6005.0
2024-12-31,5881.629883,5995.0,5990.0,6820.0,5990.0
2025-01-02,5868.549805,5985.0,5985.0,5985.0,5985.0
2025-01-03,5942.470215,5950.0,5955.0,6820.0,5955.0
2025-01-06,5975.379883,5950.0,5955.0,6820.0,5955.0
2025-01-07,5909.029785,5975.0,5975.0,5985.0,5975.0
2025-01-08,5918.25,5965.0,5975.0,5985.0,5975.0
2025-01-10,5827.040039,5985.0,5985.0,5985.0,5985.0
2025-01-13,5836.220215,5925.0,5935.0,5935.0,5935.0
2025-01-14,5842.910156,5925.0,5935.0,5935.0,5935.0
2025-01-15,5949.910156,5925.0,5925.0,5925.0,5925.0
2025-01-16,5937.339844,5930.0,5940.0,5930.0,5940.0
2025-01-17,5996.660156,5925.0,5935.0,5935.0,5935.0
2025-01-21,6049.240234,5975.0,5975.0,5975.0,5975.0
2025-01-22,6086.370117,6000.0,5990.0,5990.0,5990.0
2025-01-23,6118.709961,6000.0,6005.0,6005.0,6005.0
2025-01-24,6101.240234,6000.0,6005.0,6005.0,6005.0
2025-01-27,6012.279785,6015.0,6010.0,6010.0,6010.0
2025-01-28,6067.700195,6015.0,6010.0,6010.0,6010.0
2025-01-29,6039.310059,6015.0,6010.0,6010.0,6010.0
2025-01-30,6071.169922,6015.0,6010.0,6010.0,6010.0
2025-01-31,6040.529785,6025.0,6035.0,6045.0,6045.0
2025-02-03,5994.569824,6055.0,6055.0,6055.0,6055.0
2025-02-04,6037.879883,6035.0,6035.0,6035.0,6035.0
2025-02-05,6061.47998,6035.0,6045.0,6045.0,6045.0
2025-02-06,6083.569824,6045.0,6035.0,6035.0,6035.0
2025-02-07,6025.990234,6055.0,6050.0,6050.0,6050.0
2025-02-10,6066.439941,6045.0,6055.0,6055.0,6055.0
2025-02-11,6068.5,6055.0,6055.0,6055.0,6055.0
2025-02-12,6051.970215,6060.0,6055.0,6055.0,6055.0
2025-02-13,6115.069824,6045.0,6050.0,6050.0,6050.0
2025-02-14,6114.629883,6055.0,6060.0,6060.0,6060.0
2025-02-18,6129.580078,6070.0,6060.0,6060.0,6060.0
2025-02-19,6144.149902,6090.0,6085.0,6085.0,6085.0
2025-02-20,6117.52002,6095.0,6085.0,6085.0,6085.0
2025-02-21,6013.129883,6095.0,6085.0,6085.0,6085.0
2025-02-24,5983.25,6095.0,6085.0,6085.0,6085.0
2025-02-25,5955.25,6070.0,6070.0,6070.0,6070.0
2025-02-26,5956.060059,6045.0,6045.0,6045.0,6045.0
2025-02-27,5861.569824,6035.0,6040.0,6040.0,6040.0
2025-02-28,5954.5,6035.0,6035.0,6035.0,6035.0
2025-03-03,5849.720215,6000.0,6010.0,6010.0,6010.0
2025-03-04,5778.149902,6000.0,6010.0,6010.0,6010.0
2025-03-05,5842.629883,6000.0,6005.0,6005.0,6005.0
2025-03-06,5738.52002,5995.0,6000.0,6000.0,6000.0
2025-03-07,5770.200195,6000.0,5950.0,6005.0,5950.0
2025-03-10,5614.560059,5995.0,5950.0,5985.0,5950.0
2025-03-11,5572.069824,5995.0,5935.0,5985.0,5935.0
2025-03-12,5599.299805,5940.0,5935.0,5935.0,5935.0
